total_charges,contract,monthly_charges,payment_method,tenure
4703.4,2,87.1,0,54
881.0999999999999,0,40.05,3,22
6624.0,2,92.0,0,72
1126.3,0,80.45,1,14
1212.75,2,19.25,3,63
136.15,2,19.45,3,7
7862.400000000001,2,109.2,0,72
340.90000000000003,0,48.7,2,7
44.75,0,44.75,2,1
1192.8,0,74.55,1,16
837.1999999999999,0,59.8,1,14
70.6,0,70.6,2,1
2667.0,1,44.45,2,60
71.0,0,71.0,2,1
3381.7500000000005,2,75.15,1,45
45.7,0,45.7,3,1
7866.0,1,109.25,2,72
116.7,1,19.45,3,6
55.25,0,55.25,2,1
1067.8,0,56.2,2,19
1544.4,2,64.35,2,24
4870.4,2,76.1,0,64
1546.15,0,90.95,1,17
355.6,0,44.45,3,8
487.2000000000001,0,20.3,3,24
222.75,0,20.25,3,11
2264.0,0,56.6,1,40
903.6,2,25.1,1,36
7671.55,2,108.05,2,71
135.79999999999998,0,19.4,3,7
232.2,0,77.4,2,3
761.9,1,20.05,3,38
0.0,2,25.75,3,0
74.7,0,74.7,2,1
1773.75,0,70.95,3,25
1393.8,2,20.2,0,69
3310.2000000000003,0,91.95,1,36
6281.1,2,99.7,1,63
1152.6,0,96.05,2,12
383.8,2,20.2,3,19
1582.2,0,87.9,3,18
2536.0,1,79.25,2,32
5899.599999999999,0,105.35,3,56
117.0,0,19.5,0,6
457.2,1,50.8,3,9
1160.0,1,36.25,3,32
5823.200000000001,0,100.4,0,58
474.0,0,59.25,2,8
1101.6,1,64.8,3,17
1904.85,0,70.55,2,27
1117.35,0,85.95,2,13
2432.85,2,49.65,1,49
437.85,2,20.85,1,21
1272.6,1,35.35,3,36
76.4,0,76.4,3,1
840.0,2,20.0,3,42
1272.0,1,79.5,1,16
5289.55,2,107.95,0,49
6534.4,2,102.1,2,64
90.5,0,45.25,3,2
6436.8,2,89.4,3,72
25.1,0,25.1,3,1
95.0,0,95.0,2,1
2095.3,2,91.1,1,23
253.8,0,21.15,2,12
1193.4,0,99.45,2,12
514.8000000000001,1,19.8,1,26
