no_internet_service,payment_method_mailed_check,contract_one_year,monthly_charges,tenure,churn
0.0,0.0,0.0,39.7,50,0
0.0,1.0,1.0,82.05,48,1
0.0,0.0,0.0,85.15,30,1
0.0,0.0,0.0,64.5,3,0
1.0,0.0,0.0,19.9,1,1
0.0,0.0,0.0,45.55,48,0
0.0,0.0,0.0,66.1,29,0
1.0,1.0,0.0,20.0,3,0
0.0,0.0,1.0,59.1,14,0
0.0,0.0,0.0,101.55,49,0
1.0,1.0,0.0,19.4,69,0
0.0,0.0,0.0,53.8,72,0
0.0,0.0,0.0,58.2,66,0
0.0,0.0,1.0,95.95,53,0
0.0,0.0,0.0,85.6,15,1
0.0,1.0,0.0,29.6,10,0
0.0,1.0,0.0,50.35,27,0
0.0,0.0,0.0,73.0,72,0
0.0,0.0,0.0,54.6,21,0
0.0,1.0,0.0,54.75,1,1
0.0,0.0,0.0,58.6,55,0
1.0,0.0,0.0,20.3,58,0
0.0,0.0,0.0,74.4,6,1
1.0,1.0,1.0,19.7,12,0
0.0,1.0,1.0,40.2,18,0
0.0,1.0,0.0,70.3,3,0
0.0,0.0,1.0,59.45,55,0
0.0,0.0,0.0,74.65,4,1
0.0,0.0,0.0,34.7,10,1
0.0,0.0,0.0,90.85,70,0
1.0,0.0,1.0,19.75,50,0
1.0,0.0,0.0,24.3,72,0
0.0,0.0,1.0,110.9,66,1
0.0,0.0,0.0,94.0,2,1
0.0,1.0,1.0,77.55,44,0
1.0,0.0,1.0,24.9,56,1
0.0,0.0,0.0,49.5,6,0
1.0,0.0,1.0,20.95,25,0
1.0,1.0,1.0,20.6,6,0
0.0,0.0,0.0,45.1,1,1
0.0,0.0,1.0,106.1,53,1
0.0,1.0,1.0,105.95,14,1
0.0,0.0,0.0,54.65,66,0
0.0,0.0,1.0,100.3,68,0
0.0,0.0,0.0,54.65,28,0
0.0,0.0,0.0,29.7,3,1
0.0,0.0,0.0,94.6,24,0
0.0,0.0,0.0,40.75,9,0
1.0,0.0,0.0,20.45,22,0
0.0,0.0,0.0,105.45,56,0
0.0,1.0,0.0,45.65,21,0
0.0,0.0,0.0,86.6,16,1
1.0,0.0,0.0,25.2,72,0
0.0,1.0,0.0,44.95,1,0
0.0,0.0,0.0,98.85,32,0
1.0,1.0,0.0,19.75,1,0
1.0,1.0,0.0,19.05,25,0
0.0,1.0,1.0,61.95,17,0
0.0,0.0,1.0,95.8,33,1
0.0,1.0,0.0,69.2,14,0
0.0,0.0,0.0,65.5,72,0
0.0,0.0,1.0,103.1,47,0
0.0,0.0,1.0,104.7,39,1
1.0,1.0,0.0,20.95,6,0
1.0,1.0,1.0,20.6,11,0
0.0,0.0,1.0,91.0,20,0
0.0,0.0,0.0,105.5,62,0
0.0,0.0,0.0,24.25,1,1
0.0,0.0,0.0,40.55,34,0
0.0,0.0,0.0,85.45,28,0
0.0,0.0,1.0,45.1,42,0
0.0,0.0,0.0,40.65,24,1
0.0,0.0,0.0,73.1,55,0
0.0,0.0,0.0,84.75,36,1
0.0,0.0,0.0,55.65,24,1
0.0,0.0,0.0,65.8,25,0
1.0,1.0,1.0,20.1,33,0
0.0,0.0,0.0,78.45,1,1
0.0,0.0,0.0,70.35,2,1
0.0,1.0,0.0,100.55,39,0
0.0,0.0,0.0,54.55,55,1
0.0,0.0,0.0,71.45,72,0
0.0,0.0,1.0,74.1,70,0
0.0,0.0,0.0,68.65,4,1
0.0,1.0,0.0,85.2,7,1
1.0,0.0,0.0,20.35,54,0
0.0,0.0,0.0,104.2,31,1
0.0,0.0,1.0,74.85,60,0
0.0,0.0,0.0,50.15,1,0
0.0,0.0,1.0,70.95,65,0
1.0,0.0,1.0,20.15,12,0
0.0,0.0,0.0,65.1,72,0
1.0,1.0,0.0,19.3,7,0
0.0,0.0,0.0,85.15,44,0
0.0,0.0,0.0,89.0,7,0
1.0,0.0,0.0,25.0,12,0
0.0,0.0,0.0,60.15,62,0
1.0,1.0,0.0,20.5,4,0
0.0,0.0,0.0,64.0,5,0
0.0,0.0,0.0,75.8,2,1
0.0,0.0,0.0,70.3,1,1
0.0,1.0,0.0,71.35,40,0
0.0,1.0,0.0,35.9,1,0
1.0,0.0,1.0,19.6,25,0
0.0,0.0,0.0,55.7,6,0
0.0,0.0,0.0,74.25,41,0
0.0,0.0,0.0,50.1,9,0
0.0,0.0,0.0,75.35,1,1
0.0,0.0,1.0,76.0,22,0
0.0,1.0,1.0,89.1,38,0
0.0,0.0,0.0,99.25,23,1
0.0,0.0,0.0,76.95,60,0
0.0,0.0,1.0,66.05,47,0
0.0,0.0,0.0,92.65,72,0
0.0,0.0,0.0,106.05,70,0
0.0,1.0,0.0,70.6,1,0
0.0,0.0,0.0,85.95,4,1
0.0,0.0,0.0,75.6,8,0
0.0,0.0,0.0,114.0,71,0
0.0,0.0,0.0,80.2,2,1
1.0,0.0,1.0,19.6,34,0
0.0,0.0,0.0,80.0,40,0
1.0,1.0,0.0,19.4,20,0
0.0,0.0,0.0,89.2,27,0
0.0,0.0,1.0,97.0,30,0
0.0,0.0,0.0,69.05,9,0
0.0,0.0,0.0,94.9,3,0
1.0,0.0,1.0,24.95,12,0
0.0,0.0,0.0,85.75,71,0
1.0,0.0,0.0,24.5,27,0
0.0,0.0,0.0,64.1,40,0
0.0,1.0,1.0,30.1,52,0
0.0,0.0,0.0,94.8,70,0
0.0,1.0,0.0,70.7,3,0
1.0,1.0,0.0,24.4,10,0
1.0,0.0,0.0,19.25,7,1
0.0,0.0,1.0,96.5,61,0
0.0,0.0,0.0,62.8,7,0
0.0,0.0,1.0,104.9,72,0
1.0,1.0,0.0,20.45,1,0
0.0,1.0,0.0,60.1,1,1
0.0,0.0,0.0,77.0,3,1
1.0,0.0,0.0,25.5,25,0
0.0,0.0,0.0,30.5,1,1
0.0,0.0,1.0,79.15,33,0
0.0,0.0,0.0,79.5,32,0
1.0,1.0,0.0,24.55,52,0
0.0,0.0,0.0,101.3,28,1
0.0,0.0,0.0,84.75,16,1
0.0,0.0,1.0,78.95,26,0
0.0,0.0,0.0,78.95,1,1
0.0,0.0,0.0,82.5,58,0
0.0,0.0,0.0,105.9,60,0
0.0,0.0,0.0,91.05,32,0
1.0,1.0,0.0,19.55,18,0
0.0,0.0,0.0,95.45,1,1
0.0,0.0,1.0,29.9,48,0
0.0,0.0,0.0,84.2,51,1
0.0,0.0,0.0,54.2,72,1
0.0,0.0,0.0,81.0,23,1
0.0,0.0,0.0,81.3,5,1
1.0,1.0,0.0,19.95,11,1
0.0,0.0,0.0,104.2,52,1
0.0,0.0,1.0,50.05,41,0
0.0,0.0,0.0,81.55,63,0
0.0,0.0,0.0,106.2,61,0
0.0,0.0,0.0,89.15,12,0
0.0,0.0,0.0,90.6,1,1
1.0,1.0,0.0,19.75,4,0
0.0,0.0,0.0,80.05,14,0
1.0,0.0,0.0,23.95,69,0
0.0,0.0,1.0,54.0,44,0
0.0,0.0,0.0,100.8,13,1
0.0,0.0,0.0,101.5,9,0
1.0,0.0,0.0,20.15,22,0
1.0,1.0,0.0,20.5,1,1
0.0,0.0,0.0,43.3,1,1
0.0,0.0,0.0,93.7,71,1
1.0,0.0,0.0,22.95,42,0
0.0,0.0,0.0,79.55,1,1
0.0,0.0,0.0,74.9,1,1
0.0,0.0,0.0,84.65,42,1
0.0,0.0,0.0,56.3,8,0
0.0,0.0,1.0,100.75,65,0
0.0,0.0,1.0,68.7,20,0
0.0,0.0,0.0,81.95,1,1
0.0,0.0,0.0,69.4,42,0
1.0,1.0,1.0,23.95,51,0
0.0,0.0,1.0,80.2,43,0
0.0,0.0,1.0,94.15,46,0
0.0,1.0,0.0,89.25,52,0
1.0,1.0,1.0,19.8,10,0
0.0,0.0,0.0,91.0,35,0
0.0,1.0,0.0,65.85,66,0
0.0,0.0,1.0,95.7,52,0
0.0,0.0,0.0,108.65,46,0
0.0,0.0,0.0,70.5,50,0
0.0,0.0,0.0,102.25,13,1
0.0,0.0,0.0,78.05,27,1
0.0,0.0,0.0,100.65,22,0
0.0,0.0,0.0,86.1,71,0
0.0,0.0,0.0,45.45,26,0
0.0,0.0,0.0,93.9,45,0
1.0,0.0,1.0,19.35,16,0
0.0,0.0,1.0,106.65,49,0
1.0,1.0,0.0,25.55,14,0
0.0,0.0,0.0,45.05,17,1
1.0,0.0,0.0,23.75,72,0
0.0,0.0,0.0,94.8,49,0
1.0,0.0,1.0,20.55,67,0
0.0,0.0,0.0,31.2,29,0
0.0,0.0,0.0,97.0,13,0
0.0,0.0,0.0,109.55,72,0
0.0,0.0,1.0,50.3,58,0
0.0,0.0,0.0,90.45,72,0
0.0,0.0,0.0,72.1,1,0
1.0,0.0,0.0,20.05,5,0
0.0,0.0,0.0,116.15,34,0
0.0,0.0,0.0,117.6,72,0
0.0,0.0,1.0,94.0,51,0
0.0,1.0,0.0,56.5,4,1
0.0,0.0,0.0,85.65,4,1
0.0,0.0,0.0,93.55,24,1
0.0,0.0,1.0,50.4,31,0
0.0,0.0,0.0,54.35,1,1
0.0,0.0,0.0,45.1,1,1
0.0,0.0,0.0,67.65,34,0
0.0,0.0,0.0,74.4,22,1
1.0,1.0,0.0,20.05,4,0
0.0,0.0,0.0,100.9,72,0
1.0,1.0,0.0,20.25,8,0
0.0,1.0,0.0,24.45,1,1
0.0,0.0,0.0,79.7,1,1
1.0,0.0,0.0,25.7,1,0
0.0,0.0,0.0,90.8,9,1
0.0,0.0,0.0,100.6,33,0
0.0,0.0,1.0,105.25,53,0
0.0,0.0,1.0,86.9,57,0
0.0,0.0,1.0,79.2,60,0
0.0,0.0,0.0,64.7,72,0
0.0,0.0,0.0,93.5,32,0
0.0,0.0,1.0,99.0,48,0
1.0,0.0,0.0,19.05,22,0
0.0,1.0,0.0,45.25,65,0
0.0,0.0,0.0,58.9,65,0
1.0,0.0,0.0,19.8,1,0
0.0,0.0,0.0,100.8,66,0
0.0,0.0,0.0,105.25,71,0
0.0,0.0,0.0,70.4,17,1
0.0,1.0,0.0,44.95,2,1
0.0,0.0,1.0,96.4,51,0
0.0,0.0,0.0,70.55,20,0
0.0,0.0,1.0,109.6,71,0
0.0,0.0,1.0,111.3,67,1
0.0,0.0,0.0,75.3,1,1
0.0,0.0,0.0,75.4,16,0
0.0,0.0,0.0,88.8,55,0
0.0,0.0,0.0,75.7,7,0
0.0,0.0,0.0,63.95,43,0
0.0,0.0,0.0,55.0,1,1
0.0,0.0,0.0,25.15,4,0
0.0,1.0,0.0,114.5,72,0
0.0,0.0,1.0,103.0,49,0
0.0,0.0,1.0,94.25,53,1
0.0,0.0,1.0,50.05,60,0
0.0,0.0,1.0,96.55,68,1
0.0,0.0,0.0,79.75,57,0
0.0,0.0,0.0,81.1,7,1
1.0,1.0,0.0,19.1,1,0
0.0,0.0,1.0,69.45,7,0
1.0,0.0,0.0,24.15,68,0
0.0,0.0,1.0,100.0,19,1
0.0,0.0,0.0,79.55,2,0
0.0,0.0,0.0,105.65,67,0
0.0,1.0,1.0,60.05,67,0
0.0,0.0,1.0,69.0,35,0
0.0,0.0,1.0,106.6,67,0
0.0,0.0,0.0,90.15,11,1
0.0,0.0,0.0,85.65,56,0
0.0,1.0,0.0,29.35,8,0
1.0,0.0,0.0,25.25,22,0
0.0,0.0,0.0,84.2,71,0
0.0,0.0,0.0,35.05,46,0
0.0,0.0,1.0,104.55,66,0
0.0,0.0,0.0,49.0,15,0
0.0,0.0,0.0,95.7,25,0
1.0,1.0,1.0,19.8,32,0
0.0,0.0,0.0,66.7,8,0
1.0,1.0,1.0,25.1,6,0
0.0,1.0,0.0,46.1,3,0
0.0,0.0,0.0,59.65,11,0
0.0,0.0,0.0,91.0,15,0
0.0,0.0,0.0,90.05,23,1
0.0,1.0,0.0,44.0,1,0
0.0,0.0,1.0,40.2,37,0
0.0,0.0,0.0,80.65,69,0
0.0,0.0,0.0,79.1,71,0
0.0,1.0,0.0,54.65,8,0
0.0,1.0,0.0,63.4,6,0
0.0,0.0,0.0,84.3,58,0
0.0,0.0,1.0,89.55,39,1
0.0,0.0,0.0,90.0,23,0
1.0,0.0,0.0,19.95,66,0
0.0,0.0,0.0,83.25,51,0
0.0,0.0,0.0,79.7,7,1
1.0,1.0,1.0,19.65,15,0
0.0,0.0,0.0,80.0,51,1
1.0,1.0,0.0,19.0,4,0
0.0,0.0,0.0,50.3,18,0
0.0,0.0,0.0,93.7,46,1
0.0,0.0,0.0,105.9,3,1
1.0,1.0,0.0,25.25,63,0
0.0,0.0,0.0,96.25,52,1
0.0,1.0,0.0,69.0,17,0
0.0,0.0,1.0,85.1,43,0
1.0,0.0,0.0,19.95,69,0
0.0,0.0,0.0,79.7,70,0
1.0,0.0,1.0,23.9,4,0
1.0,0.0,0.0,20.95,60,0
0.0,0.0,0.0,24.45,20,1
0.0,0.0,1.0,95.75,69,0
0.0,0.0,0.0,105.25,48,0
0.0,1.0,0.0,30.55,1,0
0.0,0.0,0.0,51.05,8,1
0.0,1.0,0.0,45.85,1,0
1.0,0.0,0.0,19.55,1,0
1.0,1.0,1.0,19.6,22,0
0.0,1.0,0.0,39.0,16,1
0.0,0.0,0.0,118.2,72,0
0.0,0.0,1.0,61.25,11,0
0.0,0.0,0.0,90.65,4,0
1.0,1.0,0.0,20.0,8,0
0.0,0.0,1.0,82.45,54,1
0.0,0.0,0.0,81.5,69,0
0.0,0.0,0.0,80.4,46,1
0.0,0.0,1.0,50.55,67,0
0.0,0.0,0.0,90.35,71,0
0.0,0.0,0.0,89.95,20,0
0.0,0.0,0.0,113.6,41,1
0.0,0.0,0.0,41.15,3,1
0.0,0.0,1.0,50.75,15,0
0.0,0.0,0.0,79.35,22,1
0.0,0.0,0.0,80.65,18,1
0.0,0.0,0.0,98.3,9,1
0.0,0.0,1.0,75.5,26,0
0.0,0.0,1.0,105.75,71,0
1.0,1.0,1.0,19.05,16,0
0.0,0.0,0.0,89.1,72,0
1.0,0.0,1.0,25.05,42,0
0.0,0.0,1.0,96.1,47,0
0.0,0.0,0.0,66.1,66,0
0.0,0.0,0.0,49.2,5,1
0.0,0.0,0.0,29.65,4,1
1.0,0.0,1.0,19.05,42,0
0.0,0.0,1.0,60.8,69,0
0.0,0.0,1.0,116.6,60,0
1.0,0.0,1.0,19.35,12,0
0.0,0.0,0.0,45.35,3,1
0.0,0.0,1.0,105.4,54,1
1.0,1.0,0.0,20.2,6,0
1.0,1.0,0.0,20.05,2,0
0.0,0.0,0.0,93.75,57,0
1.0,1.0,0.0,20.6,63,0
0.0,0.0,0.0,94.3,41,0
0.0,0.0,0.0,99.3,25,0
0.0,0.0,0.0,84.85,65,0
1.0,1.0,0.0,20.1,54,0
0.0,0.0,0.0,94.15,61,0
1.0,1.0,1.0,19.8,19,0
1.0,0.0,0.0,19.45,12,0
1.0,0.0,0.0,24.65,18,0
0.0,0.0,0.0,95.1,68,0
0.0,0.0,0.0,100.25,10,1
0.0,0.0,0.0,94.55,20,1
0.0,0.0,0.0,99.45,42,1
0.0,0.0,1.0,42.3,45,0
0.0,0.0,0.0,115.15,72,0
0.0,0.0,1.0,110.8,35,0
0.0,0.0,1.0,89.7,72,0
0.0,0.0,0.0,99.65,8,1
0.0,0.0,0.0,64.75,37,1
0.0,1.0,1.0,104.55,21,0
0.0,0.0,0.0,80.45,71,0
0.0,0.0,0.0,67.45,40,0
0.0,0.0,0.0,62.25,10,0
0.0,0.0,0.0,88.4,25,0
0.0,0.0,1.0,74.7,41,0
0.0,0.0,0.0,95.9,19,1
0.0,0.0,0.0,95.1,23,0
0.0,0.0,0.0,107.95,57,0
0.0,0.0,0.0,84.05,2,0
0.0,0.0,0.0,79.6,70,0
0.0,0.0,0.0,88.35,1,1
0.0,0.0,1.0,109.5,70,1
0.0,0.0,0.0,97.0,72,0
0.0,1.0,0.0,105.95,25,1
0.0,1.0,0.0,104.05,23,1
1.0,0.0,0.0,19.55,65,0
1.0,1.0,0.0,20.8,25,0
0.0,0.0,0.0,83.05,15,1
0.0,0.0,0.0,53.95,41,0
0.0,0.0,0.0,54.65,1,0
0.0,0.0,1.0,70.95,48,0
0.0,0.0,0.0,61.45,4,1
1.0,0.0,1.0,19.65,17,0
0.0,0.0,0.0,104.75,42,1
0.0,0.0,0.0,39.2,49,0
1.0,1.0,0.0,19.6,21,0
0.0,0.0,0.0,110.6,60,0
1.0,0.0,0.0,24.45,58,0
1.0,1.0,0.0,20.45,31,0
0.0,0.0,1.0,101.15,61,0
0.0,0.0,1.0,90.25,64,0
0.0,0.0,0.0,61.45,61,0
0.0,0.0,0.0,70.9,67,0
1.0,0.0,0.0,25.7,55,0
1.0,1.0,1.0,20.0,20,0
0.0,0.0,0.0,79.5,11,0
0.0,0.0,0.0,116.8,72,0
0.0,0.0,0.0,84.5,57,0
0.0,0.0,1.0,44.05,70,0
0.0,0.0,0.0,110.25,68,0
0.0,1.0,0.0,84.6,1,1
0.0,0.0,1.0,78.9,47,0
0.0,0.0,0.0,64.65,15,1
1.0,0.0,1.0,20.35,69,0
0.0,0.0,0.0,55.35,3,1
1.0,1.0,0.0,19.45,1,1
0.0,0.0,0.0,88.95,33,0
0.0,0.0,0.0,69.7,53,0
0.0,0.0,0.0,80.7,20,0
0.0,0.0,0.0,93.55,1,1
0.0,0.0,1.0,98.9,10,0
1.0,0.0,0.0,19.9,32,0
0.0,0.0,0.0,101.05,56,0
1.0,0.0,0.0,19.1,71,0
0.0,0.0,0.0,70.15,13,1
1.0,1.0,0.0,20.1,2,0
0.0,0.0,0.0,95.65,17,0
0.0,1.0,0.0,55.1,2,1
0.0,0.0,1.0,101.35,72,0
0.0,0.0,1.0,54.55,26,0
1.0,0.0,0.0,25.9,5,1
0.0,0.0,0.0,100.95,3,1
0.0,0.0,0.0,80.7,26,0
0.0,1.0,1.0,65.5,59,0
0.0,1.0,0.0,49.85,27,0
0.0,0.0,0.0,103.05,57,0
0.0,0.0,0.0,44.1,1,1
1.0,0.0,1.0,19.8,37,0
0.0,0.0,0.0,49.45,6,0
0.0,0.0,0.0,75.9,18,0
0.0,0.0,1.0,100.95,19,1
0.0,0.0,0.0,75.5,67,0
0.0,0.0,0.0,71.55,34,0
0.0,0.0,0.0,48.8,22,1
0.0,0.0,1.0,91.25,52,0
0.0,0.0,1.0,54.05,56,0
0.0,0.0,0.0,95.45,18,1
0.0,0.0,1.0,104.55,56,1
0.0,0.0,0.0,90.4,4,0
0.0,0.0,1.0,115.0,64,0
0.0,0.0,0.0,80.9,61,0
0.0,0.0,0.0,99.4,71,0
0.0,0.0,0.0,69.8,2,1
0.0,0.0,1.0,102.1,64,0
0.0,0.0,0.0,108.45,45,0
1.0,1.0,1.0,23.75,18,0
1.0,0.0,1.0,25.7,66,0
0.0,1.0,0.0,40.55,37,0
1.0,1.0,0.0,25.0,39,0
0.0,0.0,0.0,84.8,25,1
0.0,0.0,0.0,87.0,22,0
1.0,0.0,1.0,19.6,10,0
1.0,1.0,1.0,20.35,20,0
0.0,0.0,0.0,64.4,8,0
0.0,0.0,0.0,52.15,49,0
0.0,0.0,0.0,105.85,65,0
0.0,0.0,0.0,45.2,1,0
0.0,0.0,0.0,94.45,5,1
0.0,0.0,0.0,96.6,72,0
0.0,0.0,0.0,110.15,72,0
0.0,1.0,1.0,100.3,53,0
0.0,1.0,0.0,75.3,21,0
0.0,0.0,1.0,107.9,70,0
0.0,1.0,1.0,103.7,33,1
0.0,0.0,0.0,75.6,23,1
0.0,0.0,0.0,54.65,45,0
1.0,1.0,1.0,19.65,35,0
1.0,0.0,0.0,20.25,16,1
0.0,0.0,0.0,106.65,49,0
1.0,1.0,0.0,19.3,1,1
0.0,0.0,0.0,80.8,61,0
1.0,0.0,1.0,19.5,68,0
1.0,1.0,0.0,19.75,1,0
0.0,0.0,0.0,53.6,60,0
1.0,0.0,0.0,25.55,53,0
0.0,0.0,0.0,103.3,28,1
0.0,0.0,0.0,69.65,2,1
0.0,0.0,0.0,70.2,1,0
0.0,0.0,0.0,72.65,16,1
1.0,0.0,0.0,20.1,72,0
0.0,1.0,0.0,55.15,6,0
0.0,0.0,0.0,107.95,3,0
0.0,0.0,0.0,90.4,49,0
0.0,1.0,0.0,50.45,1,1
0.0,0.0,0.0,94.4,50,0
0.0,1.0,0.0,29.3,12,0
0.0,0.0,0.0,80.3,32,1
0.0,0.0,0.0,103.25,68,0
1.0,1.0,0.0,20.8,1,0
0.0,0.0,1.0,36.0,40,0
0.0,0.0,0.0,51.35,5,0
0.0,0.0,0.0,78.85,72,0
0.0,0.0,0.0,85.45,1,1
0.0,0.0,0.0,109.1,58,0
1.0,0.0,1.0,24.6,24,0
0.0,1.0,0.0,83.9,3,1
1.0,0.0,0.0,20.3,62,0
0.0,0.0,0.0,110.9,72,0
0.0,0.0,0.0,71.05,50,1
1.0,0.0,0.0,20.0,66,0
0.0,0.0,0.0,81.2,40,0
0.0,0.0,1.0,70.75,40,0
0.0,0.0,0.0,103.15,67,0
0.0,0.0,0.0,104.75,56,0
1.0,1.0,0.0,20.2,64,0
0.0,0.0,0.0,84.35,20,0
0.0,0.0,0.0,95.5,71,0
0.0,0.0,0.0,74.55,41,0
0.0,1.0,0.0,48.9,72,0
0.0,0.0,1.0,46.4,18,0
0.0,0.0,1.0,71.0,71,0
0.0,1.0,0.0,65.65,46,0
1.0,0.0,0.0,20.25,46,0
0.0,1.0,1.0,54.65,57,0
0.0,0.0,0.0,80.65,68,0
0.0,1.0,0.0,25.15,1,0
1.0,0.0,0.0,20.4,38,0
0.0,1.0,0.0,79.3,32,0
0.0,0.0,0.0,45.0,2,0
0.0,1.0,0.0,70.15,10,0
1.0,0.0,0.0,19.4,72,0
0.0,0.0,0.0,110.8,65,0
0.0,0.0,0.0,84.1,21,0
1.0,1.0,0.0,19.65,67,0
0.0,1.0,1.0,75.85,12,0
0.0,1.0,0.0,102.8,25,1
0.0,0.0,0.0,85.2,8,0
1.0,0.0,0.0,19.45,1,0
0.0,0.0,0.0,79.4,65,0
0.0,1.0,0.0,54.85,2,1
0.0,0.0,0.0,48.7,62,0
0.0,0.0,0.0,84.9,36,1
1.0,1.0,1.0,19.3,38,0
0.0,1.0,1.0,59.6,57,0
1.0,0.0,1.0,20.35,32,0
0.0,1.0,0.0,90.4,44,0
0.0,1.0,0.0,54.4,2,1
0.0,0.0,0.0,114.5,41,1
0.0,0.0,0.0,90.9,14,1
0.0,0.0,0.0,85.6,56,0
0.0,0.0,0.0,84.55,7,1
1.0,0.0,0.0,20.45,11,0
1.0,1.0,1.0,20.2,13,0
0.0,0.0,0.0,105.15,71,0
1.0,0.0,0.0,24.85,22,0
0.0,0.0,1.0,99.0,42,0
1.0,1.0,1.0,19.65,15,0
0.0,1.0,0.0,92.15,69,0
0.0,0.0,0.0,75.3,23,0
0.0,0.0,0.0,73.85,19,1
0.0,0.0,0.0,50.65,63,0
0.0,0.0,0.0,72.95,68,0
0.0,0.0,0.0,80.55,1,1
0.0,0.0,0.0,39.05,18,1
0.0,0.0,0.0,58.25,71,0
1.0,0.0,1.0,20.35,15,0
1.0,1.0,0.0,19.7,8,0
0.0,0.0,0.0,96.8,21,1
0.0,0.0,0.0,89.75,6,0
0.0,0.0,1.0,29.8,69,0
0.0,1.0,0.0,56.4,68,0
1.0,0.0,0.0,20.3,1,0
1.0,0.0,1.0,19.95,62,0
0.0,0.0,1.0,78.95,38,0
0.0,0.0,0.0,85.3,5,1
0.0,0.0,0.0,94.6,3,1
0.0,0.0,0.0,115.65,45,0
1.0,1.0,0.0,20.95,1,1
0.0,0.0,0.0,75.5,9,0
0.0,0.0,0.0,69.8,20,0
0.0,0.0,0.0,79.5,54,1
1.0,1.0,0.0,19.7,20,0
0.0,0.0,0.0,108.1,48,0
0.0,0.0,0.0,24.95,54,0
0.0,0.0,0.0,50.1,1,0
0.0,0.0,0.0,43.8,1,0
1.0,1.0,0.0,19.55,1,0
1.0,0.0,1.0,19.95,48,0
1.0,1.0,0.0,19.55,1,0
0.0,1.0,1.0,72.1,37,0
1.0,1.0,0.0,19.1,1,0
1.0,1.0,0.0,25.2,39,0
0.0,0.0,0.0,55.5,4,0
1.0,0.0,1.0,24.15,33,0
1.0,1.0,0.0,19.25,18,0
0.0,1.0,0.0,50.05,4,1
1.0,1.0,1.0,21.2,56,0
0.0,0.0,0.0,70.0,17,1
0.0,0.0,1.0,90.1,50,0
1.0,0.0,0.0,20.3,72,0
0.0,0.0,0.0,75.05,10,0
1.0,1.0,0.0,20.1,25,0
1.0,0.0,0.0,25.05,71,0
1.0,0.0,0.0,25.55,20,0
0.0,0.0,0.0,86.1,14,1
0.0,0.0,1.0,56.15,62,0
0.0,1.0,0.0,25.5,8,1
0.0,0.0,0.0,90.05,54,0
0.0,0.0,1.0,118.6,61,0
0.0,0.0,0.0,59.55,67,0
0.0,0.0,0.0,81.35,49,0
0.0,0.0,0.0,91.7,66,0
0.0,0.0,0.0,104.1,47,0
0.0,1.0,0.0,36.0,21,0
0.0,0.0,0.0,99.0,51,0
0.0,0.0,0.0,81.7,22,0
1.0,1.0,0.0,20.7,3,0
0.0,0.0,0.0,110.5,64,0
0.0,0.0,0.0,53.4,67,0
1.0,1.0,0.0,25.4,72,0
0.0,0.0,0.0,61.45,37,0
1.0,1.0,1.0,19.6,37,0
0.0,0.0,0.0,98.4,41,1
0.0,0.0,0.0,104.25,65,0
1.0,0.0,1.0,19.9,47,0
0.0,0.0,0.0,74.95,26,1
0.0,0.0,0.0,85.35,9,1
0.0,0.0,0.0,80.6,60,0
0.0,0.0,0.0,86.05,1,1
0.0,0.0,0.0,43.6,62,0
0.0,1.0,0.0,69.25,6,1
0.0,1.0,1.0,98.6,53,0
0.0,0.0,0.0,75.5,32,0
0.0,0.0,1.0,118.35,67,1
1.0,0.0,0.0,25.4,15,1
0.0,0.0,0.0,30.2,49,0
0.0,0.0,0.0,55.15,22,1
0.0,0.0,0.0,105.25,64,0
0.0,0.0,0.0,82.35,21,1
0.0,0.0,0.0,98.1,12,1
0.0,0.0,0.0,94.1,43,0
1.0,0.0,1.0,20.35,66,0
0.0,0.0,0.0,96.1,44,1
1.0,1.0,1.0,20.65,17,0
0.0,1.0,0.0,50.1,1,1
0.0,0.0,0.0,97.8,51,1
1.0,1.0,0.0,20.25,9,1
0.0,0.0,1.0,100.05,64,1
0.0,1.0,0.0,75.0,8,0
0.0,0.0,0.0,74.3,57,0
0.0,0.0,1.0,68.7,59,0
0.0,0.0,1.0,66.15,64,0
1.0,1.0,0.0,19.4,1,0
0.0,0.0,0.0,85.9,72,0
0.0,0.0,0.0,80.5,1,1
1.0,0.0,1.0,25.0,51,0
0.0,0.0,0.0,84.3,42,1
1.0,0.0,0.0,20.3,1,0
0.0,0.0,0.0,103.2,56,0
0.0,0.0,0.0,106.4,39,0
0.0,0.0,1.0,40.65,25,0
0.0,0.0,1.0,72.9,71,0
0.0,1.0,0.0,46.0,10,0
0.0,0.0,0.0,84.9,40,0
1.0,0.0,0.0,24.0,68,0
1.0,1.0,1.0,20.4,61,0
0.0,0.0,0.0,86.9,69,0
0.0,0.0,1.0,85.35,30,1
0.0,0.0,0.0,46.2,1,1
1.0,1.0,1.0,19.25,22,0
0.0,0.0,0.0,94.9,38,0
0.0,0.0,0.0,75.25,3,1
0.0,0.0,0.0,35.45,1,1
0.0,0.0,1.0,89.55,41,0
0.0,0.0,0.0,50.3,7,0
0.0,0.0,0.0,103.75,68,0
0.0,0.0,0.0,63.95,5,0
0.0,0.0,1.0,102.6,41,1
1.0,0.0,0.0,25.75,35,0
0.0,0.0,0.0,86.0,19,1
0.0,0.0,0.0,79.45,69,0
0.0,0.0,0.0,73.85,45,0
0.0,1.0,0.0,67.85,67,0
0.0,0.0,1.0,79.4,61,0
0.0,0.0,0.0,84.85,24,0
0.0,0.0,0.0,69.25,22,1
